정류소명,정류소아이디(ID),승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
청라힐스테이트,42987,765,2481,739,2481,26,108
청라힐스테이트,42988,3165,480,3026,480,139,121
청람중학교,89018,1583,1950,1516,1950,67,117
청람중학교,89019,2313,2171,2273,2171,40,149
청람초등학교,89279,5957,8792,5940,8792,17,491
청람초등학교,89280,8920,7347,8778,7347,142,542
청량중학교,38086,10983,3947,10841,3947,142,497
청련사입구,43766,43,170,43,170,0,7
청련사입구,43841,128,10,128,10,0,4
청룡정,41633,132,4,126,4,6,4
청룡정,41634,0,217,0,217,0,7
청소년수련관,42612,2363,38,2297,38,66,80
청소년수련관,42613,67,2767,23,2767,44,94
청소년수련관,43078,53,30,49,30,4,2
청소년수련관,43079,23,9,23,9,0,1
청소년수련관.어린이과학관,41307,12601,10133,12353,10133,248,757
청소년수련관.어린이과학관,41308,7682,9452,7510,9452,172,571
청송1단지.중흥S클래스,80090,99,156,99,156,0,8
청송1단지.중흥S클래스,80102,634,218,628,218,6,28
청송2.3단지,80089,111,76,111,76,0,6
청송2.3단지,80101,274,82,273,82,1,11
청송마을.성우오스타,80329,131,74,130,74,1,6
청송부락,90092,0,5,0,5,0,0
청송부락,90093,10,0,10,0,0,0
청양골,42775,0,46,0,46,0,1
청운대삼거리(하늘꿈교회),37433,5582,4489,5453,4489,129,335
청운대삼거리(하늘꿈교회),37500,2932,3528,2890,3528,42,215
청운대후문.한전제물포지사,37632,387,1166,369,1166,18,51
청운대후문.한전제물포지사,37633,163,1397,159,1397,4,52
청정주말농장,39852,8,230,8,230,0,7
청천농장,40538,164,1614,163,1614,1,59
청천농장,42511,1299,261,1283,261,16,52
청천농장(종점),40520,3646,15,3565,15,81,122
청천농장입구,40558,431,233,422,233,9,22
청천농장입구,40809,0,630,0,630,0,21
청천도서관,40426,1323,2060,1316,2060,7,112
청천도서관,40427,1110,770,1082,770,28,62
청천동,40808,247,8,247,8,0,8
청천동무지개아파트,40617,783,3280,765,3280,18,135
청천동무지개아파트,40618,3247,918,3219,918,28,138
청천중학교,40449,1398,2675,1371,2675,27,135
청천중학교,40455,1468,2401,1445,2401,23,128
청천천공영주차장,40896,351,1464,339,1464,12,60
청천천공영주차장,41639,447,1438,435,1438,12,62
청천초등학교,40582,3379,5494,3234,5494,145,295
청천초등학교,40586,19099,6384,18866,6384,233,849
청천초등학교,40587,4108,12013,4016,12013,92,537
청천초등학교후문,40574,1306,12070,1271,12070,35,445
청천초등학교후문,40579,12669,1204,12514,1204,155,462
청천치안센터,40533,20496,11851,20261,11851,235,1078
청천치안센터,40537,7302,8818,7169,8818,133,537
청천푸르지오아파트,40488,10958,100,10739,100,219,368
청천푸르지오아파트,40515,12646,1234,12577,1234,69,462
청천푸르지오아파트,40516,1394,9255,1385,9255,9,354
청천푸르지오아파트,40811,7723,1444,7692,1444,31,305
청천푸르지오아파트,40812,716,4704,707,4704,9,180
청천푸르지오아파트,40894,17,2202,17,2202,0,73
청천하우스디아파트,40475,5943,1800,5852,1800,91,258
청천하우스디아파트,40477,594,4244,577,4244,17,161
청학동.한국전력남인천지사,38230,3542,3954,3478,3954,64,249
청학동.한국전력남인천지사,38239,7110,6427,6938,6427,172,451
청학사거리,38256,22686,13074,22262,13074,424,1192
청학사거리,38259,9248,15445,9127,15445,121,823
청학사거리,38509,1499,1977,1486,1977,13,115
청학아파트,38236,9249,5345,9085,5345,164,486
청학아파트,38341,6478,7289,6357,7289,121,458
청학중학교,38160,4037,5931,3984,5931,53,332
청학중학교,38161,3364,1996,3307,1996,57,178
청학중학교,38496,1622,740,1592,740,30,78
청학초등학교,38181,3176,3632,3124,3632,52,226
청학초등학교,38185,3114,2901,3087,2901,27,200
청학초등학교,38190,1915,2616,1819,2616,96,151
체육공원,90214,18,15,16,15,2,1
체육공원앞,35605,4,356,4,356,0,12
체육공원앞,35606,378,4,378,4,0,12
초은고등학교,89025,7457,7124,7415,7124,42,486
초은고등학교,89026,3548,8625,3518,8625,30,405
초정마을,41252,3528,2632,3484,2632,44,205
초정마을,41254,2197,1132,2160,1132,37,110
초지,43016,9,37,8,37,1,1
초지대교,43017,154,428,152,428,2,19
초지대교,43071,1330,416,1260,416,70,58
초지대교,43106,230,587,224,587,6,27
초지리,43026,138,201,127,201,11,11
초지리,43093,6,80,4,80,2,2
초지삼거리,43112,40,53,40,53,0,3
초지삼거리,43147,4,20,4,20,0,0
초지삼거리,43508,20,73,20,73,0,3
초지진,43024,19,124,19,124,0,4
초지진,43025,229,126,217,126,12,11
초지큰말,43260,13,0,12,0,1,0
초지큰말,43512,8,9,7,9,1,0
축현초등학교.인천시립박물관,38151,4519,2554,4403,2554,116,235
축현초등학교.인천시립박물관,38152,2391,4140,2344,4140,47,217
축협,43061,1266,685,1206,685,60,65
충렬사,43326,15,0,15,0,0,0
충렬사,43629,42,25,42,25,0,2
충성아파트,40117,680,2004,665,2004,15,89
충정로역2호선,22064,10707,97,10700,97,7,360
치마바위,43247,8,16,8,16,0,0
치마바위,43646,33,4,30,4,3,1
카페거리,35727,29,29,29,29,0,1
카페거리,35728,16,47,16,47,0,2
칼빈매니토바국제학교,38370,1885,4183,1883,4183,2,202
칼빈매니토바국제학교,38435,3216,565,3116,565,100,126
칼빈매니토바국제학교,38500,4767,3472,4674,3472,93,274
캐슬해모로,39845,775,109,775,109,0,29
캐슬해모로,39846,4730,470,4699,470,31,173
캐슬해모로,39848,332,595,327,595,5,30
캐슬해모로,39849,710,3144,692,3144,18,128
캠퍼스타운역,38419,11054,16943,10991,16943,63,933
캠퍼스타운역,38420,8208,7998,8127,7998,81,540
캠퍼스타운역(3번출구),38388,30,2685,25,2685,5,90
캠퍼스타운역(3번출구),38717,572,27,569,27,3,19
커넬워크,38415,874,2770,867,2770,7,121
커넬워크,38417,2943,1440,2927,1440,16,146
커넬워크(4동),38527,607,1213,593,1213,14,60
컨벤시아,38372,699,2235,693,2235,6,97
코세스물류창고,89197,85,2,84,2,1,2
코스모스아파트,42098,299,1108,293,1108,6,46
코오롱더프라우,38439,220,814,211,814,9,34
코오롱더프라우,38440,901,166,894,166,7,35
코오롱아파트작전중.고.여고,41117,2960,4257,2907,4257,53,240
"쿠팡16,17센터",35865,187,332,187,332,0,17
쿠팡물류센터,89157,1,477,1,477,0,15
큐티엘,90218,11,0,11,0,0,0
큰말,43937,30,0,30,0,0,1
큰말,43938,0,15,0,15,0,0
큰말,43949,10,8,10,8,0,0
큰무리선착장,35710,271,117,269,117,2,12
큰무리선착장,35712,351,572,348,572,3,30
큰방죽사거리,39144,2829,3397,2775,3397,54,207
큰방죽사거리,39145,1397,3120,1354,3120,43,150
큰방죽삼거리,39575,151,180,151,180,0,11
큰방죽삼거리,39576,64,516,64,516,0,19
큰산너머입구,44013,16,151,16,151,0,5
큰산너머입구,44014,183,9,183,9,0,6
킹스빌타운,41315,3129,3242,3076,3242,53,212
타운하우스공장.명진화학,89226,5,276,5,276,0,9
타운하우스공장.명진화학,89227,224,10,191,10,33,7
탄토 마을,90381,20,0,17,0,3,0
탄토마을,90378,4,11,4,11,0,0
탑재,43115,7,48,6,48,1,1
탑재,43327,300,186,296,186,4,16
탑재,43579,235,262,227,262,8,16
태경아파트,38275,8404,8676,8265,8676,139,569
태산.대진아파트,38294,2485,2216,2470,2216,15,156
태산아파트,41193,7542,11260,7443,11260,99,626
태산아파트,42227,112,227,110,227,2,11
태산아파트·하나아파트,41578,1156,2219,1156,2219,0,112
태양공단,42147,2396,1368,2333,1368,63,125
태양공단,42148,2835,2076,2779,2076,56,163
태양주택,40204,20,1116,19,1116,1,37
태영아파트,42298,3551,3405,3461,3405,90,231
태영아파트,42300,3546,3503,3422,3503,124,234
태평1차아파트,39241,3979,321,3979,321,0,143
태평1차아파트,39242,224,3936,224,3936,0,138
태평1차아파트,39516,9506,1936,9431,1936,75,381
태평1차아파트,39517,2128,10961,2111,10961,17,436
태평2차아파트,39225,12156,3729,12111,3729,45,529
태평2차아파트,39518,3406,8272,3297,8272,109,389
태평아파트,38083,7451,7149,7373,7149,78,486
태평아파트,41183,1156,185,1136,185,20,44
태평아파트.주안한신휴플러스아파트,37180,2718,4387,2633,4387,85,236
태평아파트.주안한신휴플러스아파트,37183,1286,1811,1235,1811,51,103
태평아파트1차(A),42326,4447,12510,4383,12510,64,565
태평아파트1차(B),42325,11595,3985,11429,3985,166,519
태평아파트2차(A),42317,2142,3059,2121,3059,21,173
태평아파트2차(B),42318,4802,2950,4729,2950,73,258
태평아파트입구,39274,128,1671,128,1671,0,59
태평아파트입구,39276,708,264,702,264,6,32
태평양산업,39066,2522,610,2521,610,1,104
태평양인천물류센터,42012,1708,2274,1686,2274,22,132
태화.두진아파트,39441,8698,6421,8575,6421,123,503
태화두진아파트,39445,6983,7061,6919,7061,64,468
태화아파트,37413,4866,3659,4839,3659,27,284
태화아파트,37416,5850,4980,5820,4980,30,361
태화아파트,40545,8906,3846,8709,3846,197,425
태화아파트,40810,1529,49,1529,49,0,52
태화한진아파트,41132,4896,2555,4872,2555,24,248
태화한진아파트612동,41135,1023,2783,1003,2783,20,126
택리,43233,53,5,46,5,7,1
택리,43859,11,45,11,45,0,1
택리교회,43229,17,90,15,90,2,3
택리교회,43860,87,16,76,16,11,3
테니스장,40456,263,236,262,236,1,16
테일코리아,89430,228,104,223,104,5,11
테일코리아,89431,475,172,468,172,7,21
테크노파크IT센타,39726,736,2290,720,2290,16,100
테크노파크IT센타,39727,2361,2118,2314,2118,47,149
테크노파크IT센터,39938,3162,5442,3094,5442,68,286
테크노파크역,38421,28326,15426,28024,15426,302,1458
테크노파크역,38422,25112,26408,24961,26408,151,1717
토지금고,37114,8143,2277,7982,2277,161,347
토지금고,37115,3842,11457,3740,11457,102,509
토지금고시장,37102,17812,14334,17448,14334,364,1071
토지금고시장앞,37509,11002,9443,10858,9443,144,681
트러스(서구장애인직업재활시설),42809,328,3,316,3,12,11
트러스(서구장애인직업재활시설),42810,2,207,2,207,0,6
트레지움1단지.다니엘병원,55076,2718,947,2683,947,35,122
트레지움1단지.다니엘병원,55077,807,2143,787,2143,20,98
트루엘에코시티아파트(후문),42049,1602,1023,1576,1023,26,87
트루엘에코시티아파트(후문),42050,1324,1342,1290,1342,34,88
파라곤보타닉파크,89422,2587,61,2565,61,22,88
파라곤보타닉파크(고산터널),89395,3768,1035,3745,1035,23,160
파라다이스공원,43391,216,14,204,14,12,7
파라다이스공원,43828,6,233,6,233,0,7
파라다이스시티역,35748,5,41,2,41,3,1
팔도주유소,40175,310,336,310,336,0,21
팔도주유소,40774,10555,7104,10326,7104,229,588
팬더아파트,39968,442,3,440,3,2,14
팬더아파트,39980,2,351,2,351,0,11
펜션마을,90392,0,18,0,18,0,0
펜션마을,90393,8,0,5,0,3,0
평전,43258,5,50,5,50,0,1
평화전망대,43743,44,63,42,63,2,3
평화전망대,43760,40,5,40,5,0,1
포내교회,35874,1,0,1,0,0,0
포내교회,35875,2,23,0,23,2,0
포도마을,55039,2493,2517,2461,2517,32,167
포도마을사거리.현대백화점.이마트,55055,10582,9149,10487,9149,95,657
포도밭,43939,9,11,9,11,0,0
포도밭,43940,12,8,12,8,0,0
포레시안101동앞,39729,6202,5529,6106,5529,96,391
포레시안101동앞,39730,4251,3856,4154,3856,97,270
포스코타워앤쉐라톤호텔,38491,2902,1379,2864,1379,38,142
푸르지오더베뉴(3216동),89442,496,1988,496,1988,0,82
푸르지오더베뉴후문,89423,7,1627,7,1627,0,54
푸르지오더스카이,35844,3287,1376,3238,1376,49,155
푸르지오더스카이,35845,1833,1637,1780,1637,53,115
푸르지오더스카이256동,35508,1847,583,1812,583,35,81
푸르지오더스카이256동,35509,1177,1526,1087,1526,90,90
푸르지오월드마크,,7483,10230,7314,10230,169,590
푸르지오하버뷰,38456,170,472,170,472,0,21
푸르지오하버뷰,38522,1385,2944,1355,2944,30,144
푸른초장,90052,1,92,0,92,1,3
푸른초장,90053,57,1,55,1,2,1
풍류산,90129,0,17,0,17,0,0
풍류산,90130,16,0,13,0,3,0
풍림1단지정문,70007,0,896,0,896,0,29
풍림1차205동,35255,2277,4780,2249,4780,28,235
풍림1차205동,35256,7703,3643,7628,3643,75,378
풍림1차아파트,42969,12960,5089,12898,5089,62,601
풍림1차아파트,42970,4444,10954,4406,10954,38,513
풍림2.3차아파트,38350,10003,2172,9981,2172,22,405
풍림2단지,70010,14,1466,8,1466,6,49
풍림2차아파트,38049,5041,14102,5002,14102,39,638
풍림2차아파트,38050,7768,5463,7585,5463,183,441
풍림3단지정문,70003,212,277,193,277,19,16
풍림3차아파트,42366,8458,4537,8421,4537,37,433
풍림6단지,35124,2267,440,2205,440,62,90
풍림아이원,36114,199,1970,194,1970,5,72
풍림아이원,36115,7469,1958,7360,1958,109,314
풍림아이원,36121,2395,8831,2354,8831,41,374
풍림아이원,41441,4144,2267,4080,2267,64,213
풍림아이원1차·금호어울림아파트,42642,5593,20,5478,20,115,187
풍림아이원1차·금호어울림아파트,42646,23,4684,16,4684,7,156
풍림아이원2차아파트,42485,10621,57,10399,57,222,355
풍림아이원4차아파트,42645,13,4984,8,4984,5,166
풍림아이원아파트,37034,19716,8866,19263,8866,453,952
풍림아파트,36122,6493,522,6315,522,178,233
풍림아파트,37245,23771,7082,23341,7082,430,1028
풍림아파트,37246,6126,12319,6051,12319,75,614
풍림아파트,38255,3739,5318,3694,5318,45,301
풍림아파트,39162,8295,12349,8182,12349,113,688
풍림아파트,39163,13472,6008,13352,6008,120,649
풍림아파트,41374,2752,2916,2723,2916,29,188
풍림아파트,70008,645,10,624,10,21,21
풍림아파트(소래마을),39120,1274,3777,1252,3777,22,168
풍림아파트104동,40898,7639,6458,7472,6458,167,469
풍림아파트104동,40899,5012,5652,4961,5652,51,355
풍림아파트상가,70043,333,375,305,375,28,23
풍림아파트상가,70044,356,165,337,165,19,17
풍림엑슬루타워,42830,5962,7405,5944,7405,18,445
풍무역,80167,391,5277,389,5277,2,188
풍무역,80168,3712,373,3700,373,12,136
풍물시장,35054,335,1078,314,1078,21,47
풍물시장,35055,94,3,94,3,0,3
풍물시장,43941,76,7199,65,7199,11,242
풍산빌라 입구,90384,17,8,17,8,0,0
풍산특수금속,90219,20,9,20,9,0,0
프라임,39643,4697,1166,4697,1166,0,195
프리상뜨아파트,40230,100,4469,97,4469,3,152
프린피아통합물류센터,89235,307,5,305,5,2,10
하나개삼거리,35733,9,78,9,78,0,2
하나개삼거리,35734,9,39,9,39,0,1
하나개해수욕장,35737,373,1274,370,1274,3,54
하나글로벌캠퍼스,89444,252,320,241,320,11,19
하나글로벌캠퍼스,89445,97,3481,91,3481,6,119
하나금융그룹통합데이터센터,89265,192,1769,189,1769,3,65
하나금융그룹통합데이터센터,89294,326,128,324,128,2,15
하나로쇼핑,37118,3384,7603,3196,7603,188,366
하나모터스,89451,45,0,45,0,0,1
하나모터스,89452,0,110,0,110,0,3
하나아파트,37052,9192,2925,9072,2925,120,403
하나아파트,40546,1122,1524,1117,1524,5,88
하나아파트,41250,5535,6690,5459,6690,76,407
하나아파트,41574,1670,15,1650,15,20,56
하늘도시중심상가,35821,2070,387,2004,387,66,81
하늘도시중심상가,35822,392,2012,375,2012,17,80
하늘문화센터,35826,2,32,2,32,0,1
하늘문화센터,35827,11,2,11,2,0,0
하늘문화센터입구,35766,2,70,2,70,0,2
하늘문화센터입구,35767,18,2,18,2,0,0
하늘중학교,35823,533,1396,497,1396,36,64
하늘초등학교후문,35499,258,251,254,251,4,16
하늘초등학교후문,35500,146,735,102,735,44,29
하늘휴게소,70220,2461,10098,2461,10098,0,418
하늘휴게소,70221,8887,2574,8883,2574,4,382
하룩,43157,40,214,36,214,4,8
하룩,43281,211,49,207,49,4,8
하리마을회관,90243,2,11,2,11,0,0
하리마을회관,90244,11,0,10,0,1,0
하리선착장,90240,5,28,5,28,0,1
하야동,41438,527,672,522,672,5,39
하야동,41439,677,850,662,850,15,50
하얀마을,55035,2021,2406,2012,2406,9,147
하얀집민박,43440,10,1,5,1,5,0
하얀집민박,43497,4,16,4,16,0,0
하얏트호텔,35028,1146,9000,1122,9000,24,338
하얏트호텔,35206,1905,3539,1887,3539,18,181
하우고개,43275,74,142,73,142,1,7
하우고개,43577,141,62,124,62,17,6
하우스앞,43174,27,1,27,1,0,0
하우스앞,43231,1,24,1,24,0,0
하우스토리,41569,195,344,178,344,17,17
하우스토리,41570,126,1525,117,1525,9,55
하우스토리,41606,554,563,544,563,10,37
하우스토리,41626,735,485,734,485,1,40
하우스토리만수아파트,39301,1603,982,1564,982,39,86
하일부락입구,43967,0,4,0,4,0,0
하일부락입구,43971,0,6,0,6,0,0
하점공단,43448,1,46,1,46,0,1
하점공단,43755,16,19,12,19,4,1
하점면사무소,43738,247,125,235,125,12,12
하점면사무소,43834,109,208,97,208,12,10
하점순복음교회,90222,176,5,175,5,1,6
하점순복음교회,90223,5,46,2,46,3,1
하점우체국,43817,605,82,538,82,67,22
하점우체국,43838,70,549,63,549,7,20
하점초등학교,43739,4,98,4,98,0,3
하점초등학교,43836,125,10,111,10,14,4
하정초등학교,40044,1387,895,1358,895,29,76
학마을서원아파트,41652,16,5,16,5,0,0
학마을한진아파트정문,41293,2309,3162,2274,3162,35,182
학산사거리,37025,6507,313,6353,313,154,227
학산사거리,37027,277,3481,266,3481,11,125
학산사거리,37562,1587,1347,1526,1347,61,97
학산소극장,37169,19698,3361,19661,3361,37,768
학산소극장,37173,7474,17474,7442,17474,32,831
학생안전체험관,39284,2258,4347,2196,4347,62,220
학익.원흥아파트,37015,2125,62,2092,62,33,72
학익2동행정복지센터,37150,14071,7041,13629,7041,442,703
학익2동행정복지센터,37151,7768,13709,7541,13709,227,715
학익고등학교,37029,9851,3026,9610,3026,241,429
학익고등학교,37505,3165,10158,3073,10158,92,444
학익동구치소,37139,329,836,329,836,0,38
학익동성당앞,37630,1419,32,1370,32,49,48
학익동성당앞,37631,77,668,75,668,2,24
학익사거리,37058,13,503,13,503,0,17
학익사거리,37075,3095,1458,3048,1458,47,151
학익사거리,37077,2238,5955,2162,5955,76,273
학익사거리(동아풍림아파트),37084,11956,4836,11653,4836,303,559
학익사거리(동아풍림아파트),37089,9976,10064,9720,10064,256,668
학익시장,37106,14934,5235,14628,5235,306,672
학익시장,37112,3909,12608,3811,12608,98,550
학익시장(법원검찰청),37080,10282,4304,10074,4304,208,486
학익시장앞,37082,4122,5193,4056,5193,66,310
학익여자고등학교,37140,568,1097,556,1097,12,55
학익여자고등학교,37566,465,1142,464,1142,1,53
학익풍림아파트,37487,20,2768,20,2768,0,92
한가라지고개,90157,7,1,7,1,0,0
한가라지고개,90158,11,15,10,15,1,0
