정류소명,정류소아이디(ID),승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
솔정마을,43872,3,13,3,13,0,0
솔정마을,90108,0,7,0,7,0,0
솔정정미소,43130,12,27,11,27,1,1
솔정정미소,43134,63,2,45,2,18,2
솔터마을입구,80327,1282,306,1275,306,7,52
솔터마을입구,80336,1238,1201,1229,1201,9,81
솔펜션,44143,1,8,1,8,0,0
솔펜션,44177,8,2,8,2,0,0
송곡촌,43439,9,47,9,47,0,1
송곡촌,43815,78,17,78,17,0,3
송내고교입구,11014,63,362,61,362,2,14
송내고교입구,11015,661,150,659,150,2,27
송내고등학교,40219,2700,2578,2628,2578,72,175
송내남부역,40761,53,1142,52,1142,1,39
송내역.로데오거리,55267,4925,28580,4856,28580,69,1116
송내역.영화의거리,55263,24561,6737,24164,6737,397,1043
송내역남부,56002,96567,38426,96309,38426,258,4499
송내역남부,56005,110254,97961,109455,97961,799,6940
송담초등학교,38667,1949,693,1885,693,64,88
송담초등학교,38668,811,1820,799,1820,12,87
송도1동행정복지센터,38012,5397,12888,5318,12888,79,609
송도2동행정복지센터,38492,4847,2777,4792,2777,55,254
송도2동행정복지센터,38588,829,2023,818,2023,11,95
송도MTB파크,38746,172,228,166,228,6,13
송도SK뷰(101동),38635,475,114,471,114,4,19
송도SK뷰(105동),38632,63,249,50,249,13,10
송도SK뷰(105동),38633,775,125,771,125,4,30
송도sk뷰,38707,910,2515,845,2515,65,114
송도sk뷰,38708,315,1545,301,1545,14,62
송도고입구,38215,2908,2905,2764,2905,144,193
송도고입구,38221,3204,1208,3077,1208,127,147
송도공영차고지,38472,417,29,377,29,40,14
송도국제교입구,38597,102,0,102,0,0,3
송도글로벌캠퍼스푸르지오아파트,38711,661,537,657,537,4,39
송도누리공원,38663,3017,4196,2975,4196,42,240
송도누리공원,38664,948,2695,932,2695,16,121
송도달빛축제공원역,38696,13997,2812,13881,2812,116,560
송도달빛축제공원역,38697,2583,13051,2564,13051,19,521
송도더삽그린워크(3차),38530,117,243,111,243,6,12
송도더샵그린스퀘어,39843,4336,1641,4299,1641,37,199
송도더샵그린워크,38526,1427,497,1391,497,36,64
송도더샵그린워크2차,38493,2281,3399,2256,3399,25,189
송도더샵그린워크3차18블럭,38719,180,571,178,571,2,25
송도더샵마스터뷰21단지,38578,3810,432,3732,432,78,141
송도더샵마스터뷰22단지,38693,968,380,949,380,19,44
송도더샵마스터뷰22단지(2202동),38698,107,252,94,252,13,11
송도더샵마스터뷰22단지(2202동),38712,198,499,198,499,0,23
송도더샵마스터뷰22단지(정문),38694,232,1036,232,1036,0,42
송도더샵마스터뷰22단지(하행),38695,222,1012,214,1012,8,41
송도더샵마스터뷰23단지,38441,3942,5003,3837,5003,105,298
송도더샵마스터뷰23단지,38442,569,7195,564,7195,5,258
송도더샵마스터뷰23단지(정문),38692,1356,171,1344,171,12,50
송도더샵센트럴시티,39842,2732,3708,2694,3708,38,214
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,4212,1063,4202,1063,10,175
송도더샵퍼스트월드,38589,881,1093,868,1093,13,65
송도더샵퍼스트월드(동문),38013,16263,6533,16175,6533,88,759
송도더샵퍼스트월드(서문),38381,2931,930,2886,930,45,128
송도더샵퍼스트월드B동.C동,38425,4227,2061,4157,2061,70,209
송도더샵퍼스트월드D동,38009,1745,1971,1722,1971,23,123
송도더샵퍼스트파크14단지,38560,683,2360,645,2360,38,101
송도더샵퍼스트파크14단지,38577,1995,331,1971,331,24,77
송도더샵퍼스트파크15단지,38559,187,740,180,740,7,30
송도더샵퍼스트파크15단지,38576,840,137,800,137,40,32
송도더샵하버뷰2차,38467,2442,13298,2410,13298,32,524
송도동일하이빌파크포레아파트,38680,2844,946,2802,946,42,126
송도라마다호텔앞,38065,2376,4628,2298,4628,78,233
송도라마다호텔앞,38067,12400,8413,12187,8413,213,693
송도랜드마크시티13호근린공원,38738,72,541,72,541,0,20
송도랜드마크시티13호근린공원,38739,278,235,277,235,1,17
송도랜드마크푸르지오시티,38747,413,1175,400,1175,13,52
송도베르디움더퍼스트후문,39985,865,4238,855,4238,10,170
송도세브란스병원,38651,42,797,42,797,0,27
송도센트럴파크,38452,1627,6547,1625,6547,2,272
송도센트럴파크역,38563,2598,851,2555,851,43,114
송도소방서(송도스마트밸리),39801,2175,2605,2171,2605,4,159
송도스마트밸리,39802,4216,2141,4214,2141,2,211
송도스포츠센터(LNG야구장),39721,1762,1321,1731,1321,31,102
송도아트윈푸르지오,38549,446,485,435,485,11,31
송도아트윈푸르지오,38562,1,219,0,219,1,7
송도에듀포레푸르지오,39921,1179,4692,1149,4692,30,195
송도에듀포레푸르지오후문,39986,4418,565,4363,565,55,166
송도역,38213,2327,6414,2319,6414,8,291
송도역,38505,8638,12362,8492,12362,146,700
송도역,38669,579,1223,575,1223,4,60
송도영남아파트,38224,10709,7721,10566,7721,143,614
송도오션파크베르디움,38642,1040,14433,992,14433,48,515
송도요양원,38144,1700,2036,1665,2036,35,124
송도유원지(도로교통공단),38081,10156,12910,10016,12910,140,768
송도유원지(도로교통공단),38088,16884,7009,16542,7009,342,796
송도자이하버뷰,38521,3735,1545,3706,1545,29,176
송도자이하버뷰1단지,38468,16248,2905,16168,2905,80,638
송도자이하버뷰2단지(202동),38488,2511,3855,2407,3855,104,212
송도자이하버뷰2단지(205동),38455,587,693,583,693,4,42
송도자이하버뷰2단지(정문),38465,2042,1041,2016,1041,26,102
송도자이하버뷰2단지(정문),38498,1180,1814,1152,1814,28,99
송도재래시장,38207,6260,7994,6076,7994,184,475
송도재래시장,38210,7802,5924,7625,5924,177,457
송도재래시장,38220,5472,2758,5373,2758,99,274
송도제2차고지,38703,425,12,286,12,139,14
송도제2차고지입구,38735,426,916,354,916,72,44
송도중학교,35155,13271,15034,12624,15034,647,943
송도지웰푸르지오시티,38424,5566,8354,5538,8354,28,464
송도채석장,38175,739,2646,728,2646,11,112
송도체육센터,38699,76,657,76,657,0,24
송도체육센터,38700,678,147,661,147,17,27
송도컨벤시아,38367,1672,6477,1651,6477,21,271
송도컨벤시아,38369,2685,1224,2636,1224,49,130
송도컨벤시아남문,38660,2026,1062,1986,1062,40,102
송도컨벤시아남문,38661,883,1900,875,1900,8,92
송도타임스페이스,38720,794,2091,794,2091,0,96
송도테크노파크IT센터,39929,5782,4024,5770,4024,12,326
송도파크레인동일하이빌,38625,42,86,41,86,1,4
송도파크레인동일하이빌,38626,820,18,814,18,6,27
송도파크레인입구,38538,468,3153,458,3153,10,120
송도파크레인입구,38539,1294,1411,1275,1411,19,90
송도파크자이,38627,869,465,860,465,9,44
송도파크자이,38628,14,755,14,755,0,25
송도파크자이아파트,38638,8866,7580,8679,7580,187,548
송도파크자이아파트정문,38677,1119,4677,1092,4677,27,193
송도푸르지오월드마크,38426,4740,6184,4657,6184,83,364
송도푸르지오하버뷰,38494,3664,4255,3584,4255,80,263
송도풍림아이원1단지,38033,3239,23191,3134,23191,105,881
송도풍림아이원2단지,38025,7407,15553,7120,15553,287,765
송도풍림아이원2단지,38026,9521,4736,9391,4736,130,475
송도풍림아이원2단지,38034,25059,3236,24768,3236,291,943
송도풍림아이원4단지,38032,3445,8907,3328,8907,117,411
송도힐스테이트,38479,13774,7087,13552,7087,222,695
송도힐스테이트5단지,38393,5821,7982,5754,7982,67,460
송도힐스테이트6단지,38554,21,115,21,115,0,4
송동마을.서초힐스아파트,22962,1137,195,1135,195,2,44
송림119안전센터,36165,83,202,79,202,4,9
송림3.5동행정복지센터(재능대정문),36030,1630,9105,1626,9105,4,357
송림4동행정복지센터(재능대후문),36127,226,723,226,723,0,31
송림고가교,37491,2079,1375,2060,1375,19,115
송림고가교,37492,968,1849,949,1849,19,93
송림고개(도화신동아아파트),37439,7897,8781,7714,8781,183,555
송림고개(도화신동아아파트),37501,11962,7174,11839,7174,123,637
송림동진로아파트,36154,260,398,256,398,4,21
송림동진로아파트,36155,134,800,126,800,8,31
송림빌라,43316,58,0,56,0,2,1
송림빌라,43775,1,29,1,29,0,1
송림시장,36015,274,348,267,348,7,20
송림오거리,36131,15125,3968,14935,3968,190,636
송림오거리,36132,3563,9535,3480,9535,83,436
송림주공아파트,36171,12,10,12,10,0,0
송림주공아파트,36176,1,7,1,7,0,0
송림주유소,36090,640,403,617,403,23,34
송림체육관,36130,617,32,605,32,12,21
송림체육관,36148,5,345,3,345,2,11
송림체육관후문,36152,135,795,133,795,2,31
송림체육관후문,36153,593,182,585,182,8,25
송림휴먼시아,36124,17,656,16,656,1,22
송림휴먼시아,36125,139,2225,135,2225,4,78
송림휴먼시아정문,36164,55,0,55,0,0,1
송림휴먼시아정문,36180,1,47,1,47,0,1
송마3리,80157,560,36,549,36,11,19
송마3리,80158,38,339,34,339,4,12
송마리입구,80159,33,731,24,731,9,25
송마리입구,80160,443,154,427,154,16,19
송명초등학교,92013,2761,261,2724,261,37,100
송산,43482,69,26,69,26,0,3
송산,43710,40,54,40,54,0,3
송산교회,43956,1,56,1,56,0,1
송산삼거리,43480,31,3,24,3,7,1
송산삼거리,43611,6,25,0,25,6,1
송암박두성생가입구,90396,0,33,0,33,0,1
송암박두성생가입구,90397,17,0,16,0,1,0
송월동동화마을,35189,7109,3747,6894,3747,215,361
송월동동화마을,35190,3796,8727,3732,8727,64,417
송월아파트,35193,2954,680,2898,680,56,121
송월아파트,35194,1042,3192,1003,3192,39,141
송정역,25184,60,3016,49,3016,11,102
송정역,25185,4924,66,4867,66,57,166
송학둥지아파트,38584,3372,3451,3277,3451,95,227
송학둥지아파트,38585,1875,4357,1793,4357,82,207
송해교회,43384,274,99,258,99,16,12
송해교회,43769,74,292,72,292,2,12
송해면사무소,43708,30,140,29,140,1,5
송해면사무소,43809,100,35,93,35,7,4
송해삼거리,43386,346,71,337,71,9,13
송해삼거리,43819,119,440,110,440,9,18
송해초등학교,43807,3,114,3,114,0,3
송해초등학교,43820,82,20,77,20,5,3
송현시장.수도국산달동네박물관,36019,6016,5348,5737,5348,279,378
송현시장.수도국산달동네박물관,36020,5723,20836,5544,20836,179,885
송현시장.수도국산달동네박물관,36025,36,522,30,522,6,18
송현아파트,36065,6173,3585,6011,3585,162,325
송현아파트,36067,2184,4946,2135,4946,49,237
송현주공아파트,36073,1100,3165,1077,3165,23,142
송현주공아파트,36080,11948,5567,11600,5567,348,583
송현주공아파트후문,36162,615,2524,609,2524,6,104
쇠골큰말,89318,45,37,45,37,0,2
쇠골큰말,89321,112,20,98,20,14,4
수곡(월곳리),43191,47,1,44,1,3,1
수곡(월곳리),43620,0,32,0,32,0,1
수광티티아이,90215,22,27,22,27,0,1
수도군수지원단(장애인복지관),40825,6064,1619,5968,1619,96,256
수도군수지원단(장애인복지관),40826,49,2025,39,2025,10,69
수림공원,39347,2085,797,2032,797,53,96
수림공원,39351,795,1858,794,1858,1,88
수변로삼거리,40367,979,557,957,557,22,51
수변로삼거리,40370,2581,4979,2566,4979,15,252
수봉공원,37289,2266,1298,2232,1298,34,118
수봉공원,37569,1102,3780,1092,3780,10,162
수봉공원.인천수봉문화회관입구,37362,12936,6703,12498,6703,438,654
수봉공원.인천수봉문화회관입구,37369,9001,13215,8822,13215,179,740
수봉마을쉼터,37570,3411,3111,3308,3111,103,217
수봉마을쉼터,37571,2575,1847,2541,1847,34,147
수부촌,43041,132,211,127,211,5,11
수산동,39175,404,878,401,878,3,42
수산동,39176,404,526,403,526,1,31
수양관,43245,17,34,15,34,2,1
수양관,43645,44,6,39,6,5,1
수인곡물시장,35134,2328,2567,2226,2567,102,163
수정제입구,90290,5,7,5,7,0,0
수촌,43111,90,4,88,4,2,3
수촌,43358,3,66,3,66,0,2
수출산업단지6공단입구,40009,3574,4305,3517,4305,57,262
수출산업단지6공단입구,40010,1936,2526,1923,2526,13,148
수행마을.홈플러스,80074,650,15,648,15,2,22
수행마을.홈플러스,80075,93,539,93,539,0,21
수현마을,39487,2617,3657,2569,3657,48,209
수현마을,39488,6101,4958,5977,4958,124,368
수협,43059,0,2,0,2,0,0
수협,43060,179,1249,171,1249,8,47
수협,43062,3407,9233,3275,9233,132,421
수협(인천해양센터),35080,3303,107,3153,107,150,113
수협(인천해양센터),35081,106,5509,104,5509,2,187
순복음교회,37253,9419,26011,9157,26011,262,1181
순복음교회,39181,18602,8070,18084,8070,518,889
순복음교회,40661,12024,5617,11947,5617,77,588
순천향대학병원.부명고,55037,8547,1012,8440,1012,107,318
숭덕여중고입구,39461,13233,24330,13066,24330,167,1252
숭덕여중고입구,39463,16140,12038,15823,12038,317,939
숭덕여중고입구,39466,6996,1271,6897,1271,99,275
숭뢰2리,43421,129,217,122,217,7,11
숭뢰2리,43704,169,59,160,59,9,7
숭보사입구,40851,148,40,147,40,1,6
숭보사입구,40918,6,95,2,95,4,3
숭의1.3동(극동아파트),37328,906,1416,871,1416,35,77
숭의1.3동(극동아파트),37337,1248,1338,1186,1338,62,86
숭의2동행정복지센터,37563,1685,2019,1665,2019,20,123
숭의교회,37269,18351,10958,17996,10958,355,976
숭의교회,37271,13549,15360,13212,15360,337,963
숭의로터리,37265,6739,18890,6564,18890,175,854
숭의로터리,37266,17101,5568,16808,5568,293,755
숭의로터리,37273,18492,9294,18138,9294,354,926
숭의로터리.도원체육관,37276,9277,13917,9024,13917,253,773
숭의목공예마을앞,37313,8680,7925,8441,7925,239,553
숭의목공예마을앞,37315,5485,6403,5362,6403,123,396
숭의박문아파트,37353,2392,3556,2349,3556,43,198
숭의박문아파트,37354,3530,2260,3471,2260,59,193
숭의보건지소,37532,14514,3637,14313,3637,201,605
숭의역(1번출구),37510,43591,21987,42932,21987,659,2185
숭의역(2번출구),37211,27273,33820,26993,33820,280,2036
숭의역(3번출구),35133,1069,2678,1050,2678,19,124
숭의역(4번출구),35135,3556,2547,3462,2547,94,203
숭의초등학교,37296,961,684,923,684,38,54
숭의초등학교,37308,1387,3376,1373,3376,14,158
숭의초등학교입구,37287,1650,1807,1611,1807,39,115
쉐보레인천서비스,40433,1680,4224,1665,4224,15,196
쉐보레출고사무소,89160,1947,18,1881,18,66,65
쉴낙원인천장례식장,41458,945,1915,927,1915,18,95
스카이시티자이.화성파크드림,35650,2315,6098,2259,6098,56,280
스타파이브입구,35428,304,67,289,67,15,12
스타파이브입구,35429,36,285,36,285,0,10
스태츠칩팩코리아,35641,5,405,5,405,0,13
스태츠칩팩코리아,35642,429,3,422,3,7,14
스틸랜드,70228,167,443,165,443,2,20
스틸랜드,70229,413,133,403,133,10,18
스포월드골프연습장,42439,86,252,84,252,2,11
스포월드골프연습장,42440,16,125,16,125,0,4
승기천,39169,1068,6118,1049,6118,19,239
승기천,39170,582,4664,577,4664,5,174
시대아파트,38340,16303,12619,16073,12619,230,964
시리미,43330,39,42,36,42,3,2
시리미,43631,15,0,15,0,0,0
시립가좌테니스장,37581,150,1174,150,1174,0,44
시립가좌테니스장,37582,163,2393,163,2393,0,85
시민공원,37359,13555,5137,13184,5137,371,623
시민공원(문화창작지대)역,37344,20581,18594,20305,18594,276,1305
시민공원(문화창작지대)역,37346,31360,29969,30837,29969,523,2044
시민공원.문화창작지대,37334,17751,30260,17327,30260,424,1600
시민공원.문화창작지대,37468,1660,1504,1614,1504,46,105
시민공원역.포레나미추홀,37319,8469,56079,8376,56079,93,2151
시민공원역.포레나미추홀,37326,79758,17463,78783,17463,975,3240
시민의숲.양재꽃시장,31002,14171,4191,14154,4191,17,612
시민의숲.양재꽃시장,31003,1340,3557,1336,3557,4,163
시장로터리(중앙철재),40261,2515,2046,2495,2046,20,152
시청광장입구,39217,17077,20755,16769,20755,308,1261
시청광장입구,39218,20422,16949,20249,16949,173,1245
시흥대야역.영남아파트,70027,378,1470,375,1470,3,61
시흥대야역.영남아파트,70028,1448,445,1391,445,57,63
시흥보건소,70015,1941,417,1919,417,22,78
시흥보건소,70016,455,1730,445,1730,10,72
시흥영업소,25846,159,70,159,70,0,7
시흥영업소,25847,65,145,65,145,0,7
신골입구,43998,23,44,19,44,4,2
신골입구,43999,26,12,26,12,0,1
신광주유소,43470,1,0,1,0,0,0
신광주유소,43524,3,8,3,8,0,0
신광초등학교,35142,528,375,506,375,22,30
신기.남부종합시장(진흥사거리),37217,52201,28674,51217,28674,984,2695
신기.남부종합시장(진흥사거리),37219,16389,30115,16011,30115,378,1550
신김포농협대곶지점,80147,53,33,53,33,0,2
신김포농협대곶지점,80148,144,223,139,223,5,12
신논현역,32055,10862,63,10855,63,7,364
신논현역.우신빌딩,31057,79,6004,79,6004,0,202
신당리동촌부락,90090,6,1,6,1,0,0
신당리동촌부락,90091,1,1,1,1,0,0
신당리마을회관,90087,0,2,0,2,0,0
신당촌,90114,9,4,9,4,0,0
신대진중앙아파트,41271,3775,2932,3732,2932,43,223
신대진중앙아파트,41274,2068,3486,2057,3486,11,185
신도실업(주),40625,636,1771,629,1771,7,80
신동마을,90253,0,2,0,2,0,0
신동마을,90254,12,28,6,28,6,1
신동아1.2차아파트,37507,9964,6257,9803,6257,161,540
신동아1단지,70038,147,195,127,195,20,11
신동아1단지.한일아파트,70037,180,99,179,99,1,9
신동아3차아파트,37119,12046,16026,11863,16026,183,935
신동아3차아파트,37120,11087,18969,10970,18969,117,1001
신동아3차아파트,37494,11660,5955,11470,5955,190,587
신동아상가,40860,5601,4063,5561,4063,40,322
신동아상가(백운역방면),40068,5517,7357,5417,7357,100,429
신동아아파트,37072,15,1084,14,1084,1,36
신동아아파트,37143,9065,13916,8894,13916,171,766
신동아아파트,37160,5902,7570,5754,7570,148,449
신동아아파트,37525,2242,7929,2166,7929,76,339
신동아아파트,39381,3252,7443,3234,7443,18,356
신동아아파트,39382,17338,6623,17181,6623,157,798
신동아아파트,41349,8013,953,7987,953,26,298
신동아아파트,41350,1444,7298,1439,7298,5,291
신동아아파트(B),37162,11637,10528,11428,10528,209,738
신동아아파트116동,40060,3438,11292,3371,11292,67,491
신동아아파트116동,40859,7307,2875,7280,2875,27,339
신동아아파트3차,37090,10700,1065,10530,1065,170,392
신동아아파트3차,37097,3580,9496,3489,9496,91,435
신동아아파트4차,37121,4905,1733,4835,1733,70,221
신동아아파트4차,37123,2345,3568,2315,3568,30,197
신동아아파트5차,37141,12891,4130,12726,4130,165,567
신동아아파트8차,37135,1627,3386,1602,3386,25,167
신동아아파트8차,37136,5024,1181,4959,1181,65,206
신동양아파트,41202,3297,8955,3287,8955,10,408
신동양아파트,41203,8464,3927,8379,3927,85,413
신라아파트,37277,7094,6501,6937,6501,157,453
신라아파트,37543,1794,4195,1745,4195,49,199
신명보람마을.삼부한신아파트,40511,2248,2983,2201,2983,47,174
신명보람마을.삼부한신아파트,40512,710,964,702,964,8,55
신명스카이뷰,35453,1429,2292,1390,2292,39,124
신명스카이뷰,35456,5914,4542,5795,4542,119,348
신명스카이뷰,42737,129,251,127,251,2,12
신명스카이뷰정문,35455,5560,6147,5475,6147,85,390
신명아파트,42081,8527,12053,8290,12053,237,686
신명아파트.대우3차아파트,70018,427,2911,412,2911,15,111
신명아파트앞,42799,11,1249,10,1249,1,42
신반포역.세화여중고,31033,834,73,832,73,2,30
신봉삼거리,43126,92,11,90,11,2,3
신봉삼거리,43127,4,15,4,15,0,0
신봉삼거리,43463,972,768,906,768,66,58
신봉삼거리,43814,2,9,2,9,0,0
신봉이발관,43458,43,2,38,2,5,1
신봉이발관,43786,6,52,6,52,0,1
신북항고가교,42104,2947,2387,2895,2387,52,177
신북항고가교,42109,2243,2751,2194,2751,49,166
신분당선.강남역4번출구,23572,9830,2340,9812,2340,18,405
신비마을아파트,37164,295,1843,282,1843,13,71
신비마을아파트,37223,5108,7985,5046,7985,62,436
신비마을아파트,37225,6975,4697,6875,4697,100,389
신비마을아파트,37555,446,1397,442,1397,4,61
신비마을아파트(112동),37171,5435,3630,5328,3630,107,302
신삼1리마을회관,43405,141,0,133,0,8,4
신삼1리마을회관,43791,4,122,4,122,0,4
신삼2리마을회관,43400,94,1,81,1,13,3
신삼2리마을회관,43825,12,87,12,87,0,3
신삼리입구,43606,11,8,10,8,1,0
신삼리입구,43801,14,41,14,41,0,1
신선지입구,90346,8,0,8,0,0,0
신선지입구,90347,10,28,10,28,0,1
신선초등학교,35086,5973,10028,5883,10028,90,533
신선초등학교(유림노르웨이숲),35089,6583,3270,6507,3270,76,328
신선초등학교앞,37055,2780,998,2668,998,112,125
신설동,35413,12,51,12,51,0,2
신설동,35416,34,18,34,18,0,1
신설동(3거리),35018,144,13,141,13,3,5
신설동(3거리),35019,10,193,10,193,0,6
신성미소지움,40099,3029,47,2788,47,241,102
신성미소지움,40102,74,2118,21,2118,53,73
신성미소지움,40643,1758,12857,1744,12857,14,487
신성미소지움,40649,6959,2086,6862,2086,97,301
신성미소지움후문,40660,4,371,4,371,0,12
신성성결교회(올림피아병원),39355,12978,8351,12898,8351,80,710
신세계아파트,39383,3305,5089,3248,5089,57,279
신송고등학교,38023,1799,3371,1728,3371,71,172
신송고등학교,38024,3312,2400,3199,2400,113,190
신안실크밸리,35220,845,263,838,263,7,36
신연수역(1번출구),38263,4072,3587,4047,3587,25,255
신연수역(2번출구),38231,2865,697,2846,697,19,118
신연수역(3번출구),38228,5305,4427,5237,4427,68,324
신영자동차,40561,3910,642,3863,642,47,151
신영자동차(종점),40556,5366,2527,5196,2527,170,263
신왕마을,43203,169,8,166,8,3,5
신왕마을,43718,0,87,0,87,0,2
신원기술,39130,44,19,44,19,0,2
신원아침도시오피스텔(홈플러스),39836,5790,6057,5751,6057,39,394
신일교회,39529,4758,6913,4672,6913,86,389
신일아파트,35097,19,11,19,11,0,1
신정1리마을회관,43300,21,8,21,8,0,0
신정1리마을회관,43737,29,9,21,9,8,1
신정삼거리,90111,0,8,0,8,0,0
신정삼거리,90112,5,0,4,0,1,0
신정중학교,38459,948,1188,931,1188,17,71
신정중학교,38555,1536,567,1493,567,43,70
신중동역4번출구.롯데백화점,55226,1666,6328,1662,6328,4,266
신중동역5번출구.중흥중학교,55071,772,5988,771,5988,1,225
신중동역6번출구.중흥중학교,55072,3053,462,3052,462,1,117
신지동마을회관,43303,78,37,73,37,5,3
신지동마을회관,43740,51,34,40,34,11,2
신진아파트,41107,24643,13550,24482,13550,161,1273
신창아파트,37010,3820,6675,3368,6675,452,349
신창아파트,37464,5459,1956,5380,1956,79,247
신천동,70048,6824,527,6582,527,242,245
신천동,70049,354,6900,345,6900,9,241
신천삼거리,70013,6884,423,6715,423,169,243
신천삼거리,70014,449,6778,435,6778,14,240
신천역.문화의거리,25364,1189,371,1178,371,11,52
신천역.문화의거리,70174,230,1168,209,1168,21,46
신천연합병원,70175,70,778,63,778,7,28
신천연합병원,70231,807,229,791,229,16,34
신촌,43146,30,1,30,1,0,1
신촌,43432,12,12,12,12,0,0
신촌,43459,253,17,244,17,9,9
신촌,43510,0,15,0,15,0,0
신촌,43753,19,179,19,179,0,6
신촌,43800,51,43,51,43,0,3
신촌마을입구,90201,37,6,37,6,0,1
신촌마을입구,90202,5,6,4,6,1,0
신촌역2호선,22052,5028,59,5018,59,10,169
신촌오거리.2호선신촌역,22014,6708,111,6707,111,1,227
신촌오거리.2호선신촌역,23035,98,3270,98,3270,0,112
신촌오거리.현대백화점,22013,12006,216,11996,216,10,407
신촌오거리.현대백화점,23034,345,15616,345,15616,0,532
신촌초등학교,40098,255,949,255,949,0,40
신태양아파트,37406,6052,7515,6018,7515,34,452
신태양아파트,37408,9129,4047,9091,4047,38,439
신트리공원,40472,2267,2581,2211,2581,56,161
신트리공원,40496,2505,4213,2451,4213,54,223
신트리공원,40501,2191,1598,2168,1598,23,126
신포동행정복지센터,35153,3945,2432,3897,2432,48,212
신포동행정복지센터,35154,2177,3504,2079,3504,98,189
신포사거리,35791,47,196,41,196,6,8
신포시장,35160,32998,52020,32404,52020,594,2833
신포시장,35254,54634,32850,53476,32850,1158,2916
신포역·인천세관역사공원,35792,258,143,255,143,3,13
신포역·인천세관역사공원,35796,12,14,10,14,2,0
신포역·인천여자상업고등학교,35149,1694,7493,1599,7493,95,306
신포역·인천여자상업고등학교,35150,7236,2822,7190,2822,46,335
신포입구,43491,66,46,61,46,5,3
신포입구,43842,36,21,31,21,5,1
신한빌딩,39901,9860,9339,9701,9339,159,639
신한에이엠,89147,408,20,404,20,4,14
신한일전기,39034,1679,1015,1677,1015,2,89
신현119안전센터,42596,10063,13827,9853,13827,210,796
신현119안전센터,42600,8158,9803,7996,9803,162,598
신현노인회관,43279,57,8,55,8,2,2
신현노인회관,43527,6,63,5,63,1,2
신현리입구,90062,27,69,26,69,1,3
신현북초등학교,42208,4469,330,4403,330,66,159
신현북초등학교,42209,288,3373,284,3373,4,122
신현북초등학교,42210,1813,304,1781,304,32,70
신현북초등학교,42211,68,1697,64,1697,4,58
신현쇼핑,42217,35006,28839,34120,28839,886,2128
신현쇼핑,42220,46094,24369,45331,24369,763,2348
신현여자중학교후문,42214,3316,3979,3206,3979,110,243
신현여자중학교후문,42680,3373,1806,3299,1806,74,172
신현중학교,42205,120,3482,112,3482,8,120
신현초등학교,42178,1756,1924,1642,1924,114,122
신현초등학교,42179,2028,3278,1949,3278,79,176
신화빌라,42626,514,422,513,422,1,31
신화슈퍼,89314,153,0,139,0,14,5
신화슈퍼,89326,3,296,3,296,0,9
신흥교통,35501,219,4,165,4,54,7
신흥교통입구,35841,1514,34,1460,34,54,51
신흥동주민자치센터,35789,160,59,159,59,1,7
신흥동주민자치센터,35799,56,13,46,13,10,2
신흥시장,35145,12387,15313,12013,15313,374,923
신흥시장,35146,17476,9223,16844,9223,632,889
신흥시장,57002,3050,1330,2963,1330,87,146
신흥시장,57004,1870,2837,1835,2837,35,156
신흥시장후문,35812,78,51,75,51,3,4
신흥시장후문,35813,81,96,78,96,3,5
신흥주민지원센터,57013,3476,1977,3416,1977,60,181
신흥주민지원센터,57014,1856,3121,1840,3121,16,165
신흥초등학교,35156,8221,10237,7974,10237,247,615
실내게이트볼장(신현중학교),42204,5196,125,5097,125,99,177
실미도조개구이,35299,9,45,9,45,0,1
실미삼거리,35740,527,117,510,117,17,21
실미삼거리,35741,60,376,60,376,0,14
심곡극동아파트,42272,1926,382,1887,382,39,76
심곡극동아파트,42273,290,1168,276,1168,14,48
심곡도서관,42946,1747,1259,1707,1259,40,100
심곡도서관,89223,590,2142,584,2142,6,91
심곡동광명아파트,89153,6099,2675,5909,2675,190,292
심곡동광명아파트,89154,2558,4090,2512,4090,46,221
심곡천(심곡3교),89381,71,1,69,1,2,2
심곡천(심곡3교),89382,4,160,2,160,2,5
심곡천봉수교,42875,617,651,610,651,7,42
심곡천봉수교,42951,1483,5017,1443,5017,40,216
심곡초등학교(국제성모병원),42288,4068,5603,4007,5603,61,322
심곡초등학교(국제성모병원),42290,5889,4227,5791,4227,98,337
심팩이엔지,89387,0,23,0,23,0,0
십리포제2주차장,44110,47,35,43,35,4,2
십리포해수욕장,44088,116,145,114,145,2,8
십정1동행정복지센터,40049,17865,13648,17720,13648,145,1050
십정2동행정복지센터,40056,5757,6531,5690,6531,67,409
십정동차고지,40913,2626,237,2571,237,55,95
십정사거리,40029,6439,5371,6385,5371,54,393
십정사거리,40033,3174,3365,3137,3365,37,217
십정시장입구,40007,20,3707,9,3707,11,124
십정시장입구,40008,3794,22,3786,22,8,127
십정초등학교(동암의원),40041,1170,1019,1143,1019,27,72
십정초등학교(동암의원),40042,604,2273,596,2273,8,95
십정초등학교·더샵부평정문,40045,17600,18977,17374,18977,226,1219
십정초등학교·더샵부평정문,40048,23833,19132,23668,19132,165,1432
쌍마아파트,42112,6393,3388,6182,3388,211,326
쌍마아파트,42114,565,2435,542,2435,23,100
쌍용아파트,37179,5222,2654,5121,2654,101,262
쌍용아파트,37186,1895,3916,1795,3916,100,193
